k,start,end
1,1954-05-06,1954-11-19
1,1954-12-08,1955-06-23
1,1960-02-10,1960-07-01
1,1977-09-07,1978-01-20
1,1992-02-12,1992-07-22
1,1992-09-08,1993-03-05
2,1954-05-06,1954-11-19
2,1954-12-08,1955-06-23
2,1956-02-02,1956-07-07
2,1956-09-27,1957-03-15
2,1957-03-20,1957-08-29
2,1981-09-09,1981-11-12
2,1994-11-10,1995-06-02
3,1954-12-08,1955-06-23
3,1960-02-10,1960-07-01
3,1972-01-19,1972-06-23
3,1972-12-13,1973-06-20
3,1974-02-13,1974-07-25
3,1974-09-18,1975-03-21
3,1983-03-29,1983-10-14
3,1991-09-03,1992-01-24
3,1998-10-26,1999-05-07
3,2014-12-17,2015-07-03
4,1954-12-08,1955-06-23
4,1965-10-19,1966-05-06
4,1970-09-16,1971-02-12
4,1972-12-13,1973-06-20
4,1976-05-19,1976-12-08
4,2009-04-22,2009-09-08
4,2009-10-27,2010-05-21
4,2013-04-17,2013-09-03
4,2013-10-22,2014-05-09
4,2019-01-16,2019-06-28
4,2020-02-12,2020-08-07
6,1954-12-08,1955-06-23
6,1972-12-13,1973-06-20
6,1989-11-15,1990-05-31
6,1990-12-20,1991-06-21
6,1996-01-17,1996-07-09
6,2008-09-16,2009-03-27
7,1954-12-08,1955-06-23
7,1957-10-15,1958-05-09
7,1962-05-16,1962-12-07
7,1964-02-05,1964-07-29
7,1974-09-18,1975-03-21
7,1975-10-22,1976-05-14
7,1976-12-14,1977-06-24
7,1996-08-29,1997-01-31
7,2004-01-29,2004-07-02
7,2005-10-18,2006-05-11
8,1966-12-09,1967-06-30
8,1967-09-06,1968-01-26
8,1969-10-20,1970-03-20
8,1972-12-13,1973-06-20
8,1975-10-22,1976-05-14
8,1979-09-26,1980-03-21
8,1983-03-29,1983-10-14
8,1990-12-20,1991-06-21
8,1994-11-10,1995-06-02
8,1998-10-26,1999-05-07
8,2002-10-17,2003-03-20
8,2006-05-19,2006-12-01
8,2013-10-22,2014-05-09
9,1974-09-18,1975-03-21
9,1983-03-29,1983-10-14
9,1998-10-26,1999-05-07
9,2015-07-17,2016-01-29
9,2017-10-24,2018-05-18
9,2021-10-26,2022-06-03
10,1954-05-06,1954-11-19
10,1983-03-29,1983-10-14
11,1954-12-08,1955-06-23
11,1960-02-10,1960-07-01
11,1974-09-18,1975-03-21
11,1975-04-09,1975-10-17
11,1977-09-07,1978-01-20
11,1986-01-15,1986-06-27
11,1987-09-09,1988-03-11
11,1994-11-10,1995-06-02
12,2017-10-24,2018-05-18
13,1957-03-20,1957-08-29
13,1996-01-17,1996-07-09
13,1998-04-01,1998-10-16
13,1998-10-26,1999-05-07
13,2008-02-13,2008-06-27
13,2010-12-16,2011-07-08
13,2012-02-08,2012-07-19
13,2012-09-11,2013-03-22
13,2014-05-21,2014-12-05
14,1956-09-27,1957-03-15
14,1990-12-20,1991-06-21
14,1998-10-26,1999-05-07
14,1999-06-08,1999-12-03
14,2005-10-18,2006-05-11
14,2009-10-27,2010-05-21
14,2018-06-06,2018-12-14
15,1954-12-08,1955-06-23
15,1990-12-20,1991-06-21
15,1999-06-08,1999-12-03
15,2002-03-22,2002-09-13
15,2014-05-21,2014-12-05
16,1956-02-02,1956-07-07
16,1958-12-09,1959-06-25
16,1992-02-12,1992-07-22
16,1998-10-26,1999-05-07
16,2006-05-19,2006-12-01
16,2009-10-27,2010-05-21
16,2014-05-21,2014-12-05
16,2019-01-16,2019-06-28
16,2020-02-12,2020-08-07
16,2020-09-09,2021-03-26
16,2021-10-26,2022-06-03
18,1966-12-09,1967-06-30
18,1994-11-10,1995-06-02
18,1998-10-26,1999-05-07
18,2002-10-17,2003-03-20
18,2021-10-26,2022-06-03
19,1999-06-08,1999-12-03
19,2009-10-27,2010-05-21
20,1954-05-06,1954-11-19
20,1962-12-12,1963-06-28
20,1982-03-24,1982-06-25
20,1982-11-24,1983-01-20
20,1984-05-24,1984-11-16
20,1990-06-01,1990-11-22
21,1983-10-26,1984-05-04
21,1990-12-20,1991-06-21
21,1991-09-03,1992-01-24
21,1998-10-26,1999-05-07
21,2001-08-29,2002-03-21
21,2010-12-16,2011-07-08
21,2013-10-22,2014-05-09
21,2014-05-21,2014-12-05
21,2017-10-24,2018-05-18
21,2021-10-26,2022-06-03
22,1989-11-15,1990-05-31
22,2017-10-24,2018-05-18
23,2012-09-11,2013-03-22
23,2021-10-26,2022-06-03
25,1954-05-06,1954-11-19
25,1961-04-19,1961-08-22
25,2014-12-17,2015-07-03
26,1990-12-20,1991-06-21
26,2004-01-29,2004-07-02
26,2004-07-09,2004-12-03
26,2004-12-15,2005-05-12
26,2012-09-11,2013-03-22
27,1990-12-20,1991-06-21
28,1959-09-15,1960-01-27
28,2008-09-16,2009-03-27
29,1958-12-09,1959-06-25
29,1972-12-13,1973-06-20
29,1974-02-13,1974-07-25
29,1974-09-18,1975-03-21
29,1975-10-22,1976-05-14
29,1979-03-07,1979-09-21
31,1954-12-08,1955-06-23
31,1995-06-21,1995-12-08
33,1972-12-13,1973-06-20
33,1991-09-03,1992-01-24
33,2017-10-24,2018-05-18
