k,start,end
1,1954-12-08,1955-06-23
2,1954-12-08,1955-06-23
3,1954-12-08,1955-06-23
3,1972-12-13,1973-06-20
3,1974-02-13,1974-07-25
3,1974-09-18,1975-03-21
3,1991-09-03,1992-01-24
4,1954-12-08,1955-06-23
4,1972-12-13,1973-06-20
4,2009-04-22,2009-09-08
4,2009-10-27,2010-05-21
4,2013-04-17,2013-09-03
4,2013-10-22,2014-05-09
4,2019-01-16,2019-06-28
4,2020-02-12,2020-08-07
6,1989-11-15,1990-05-31
6,1990-12-20,1991-06-21
7,1954-12-08,1955-06-23
7,1957-10-15,1958-05-09
7,1974-09-18,1975-03-21
7,1975-10-22,1976-05-14
7,2005-10-18,2006-05-11
8,1967-09-06,1968-01-26
8,1972-12-13,1973-06-20
8,1975-10-22,1976-05-14
8,1983-03-29,1983-10-14
8,1990-12-20,1991-06-21
8,1994-11-10,1995-06-02
8,1998-10-26,1999-05-07
8,2013-10-22,2014-05-09
13,2008-02-13,2008-06-27
13,2010-12-16,2011-07-08
14,1998-10-26,1999-05-07
15,2002-10-17,2003-03-20
16,1956-02-02,1956-07-07
16,1992-02-12,1992-07-22
16,1998-10-26,1999-05-07
16,2006-05-19,2006-12-01
16,2009-10-27,2010-05-21
16,2014-05-21,2014-12-05
16,2019-01-16,2019-06-28
16,2020-02-12,2020-08-07
16,2020-09-09,2021-03-26
18,1998-10-26,1999-05-07
18,2021-10-26,2022-06-03
20,1962-12-12,1963-06-28
20,1982-03-24,1982-06-25
20,1982-11-24,1983-01-20
20,1984-05-24,1984-11-16
20,1990-06-01,1990-11-22
21,1998-10-26,1999-05-07
21,2021-10-26,2022-06-03
25,1954-05-06,1954-11-19
26,2004-01-29,2004-07-02
26,2004-07-09,2004-12-03
27,1990-12-20,1991-06-21
28,1959-09-15,1960-01-27
29,1979-03-07,1979-09-21
31,1954-12-08,1955-06-23
