k,start,end
1,2008-09-16,2009-03-27
2,2017-10-24,2018-05-18
3,1964-02-05,1964-07-29
3,1990-12-20,1991-06-21
3,1996-01-17,1996-07-09
3,2018-06-06,2018-12-14
4,1953-10-06,1954-04-30
4,1966-12-09,1967-06-30
4,1969-10-20,1970-03-20
4,1972-12-13,1973-06-20
4,1981-09-09,1981-11-12
4,1981-11-13,1982-03-12
4,1989-11-15,1990-05-31
4,1990-12-20,1991-06-21
4,1994-11-10,1995-06-02
4,1998-10-26,1999-05-07
4,2009-04-22,2009-09-08
4,2009-10-27,2010-05-21
4,2013-04-17,2013-09-03
4,2013-10-22,2014-05-09
4,2019-01-16,2019-06-28
5,1954-12-08,1955-06-23
5,1998-10-26,1999-05-07
5,1999-06-08,1999-12-03
5,2002-03-22,2002-09-13
5,2002-10-17,2003-03-20
5,2005-10-18,2006-05-11
5,2014-05-21,2014-12-05
6,1954-05-06,1954-11-19
6,1954-12-08,1955-06-23
6,1956-09-27,1957-03-15
6,1957-03-20,1957-08-29
6,1982-03-24,1982-06-25
6,1983-03-29,1983-10-14
6,2017-10-24,2018-05-18
8,1954-12-08,1955-06-23
8,1974-02-13,1974-07-25
8,1974-09-18,1975-03-21
8,1975-10-22,1976-05-14
8,1992-02-12,1992-07-22
8,1992-09-08,1993-03-05
8,2004-01-29,2004-07-02
8,2004-07-09,2004-12-03
9,1983-03-29,1983-10-14
9,2012-09-11,2013-03-22
9,2021-10-26,2022-06-03
10,1953-10-06,1954-04-30
10,1958-12-09,1959-06-25
10,1966-12-09,1967-06-30
10,1983-10-26,1984-05-04
10,1992-02-12,1992-07-22
10,1998-10-26,1999-05-07
10,2002-10-17,2003-03-20
10,2006-05-19,2006-12-01
10,2009-10-27,2010-05-21
10,2014-05-21,2014-12-05
10,2019-01-16,2019-06-28
10,2020-02-12,2020-08-07
10,2020-09-09,2021-03-26
10,2021-10-26,2022-06-03
11,1955-06-28,1956-01-20
11,1995-06-21,1995-12-08
11,2017-10-24,2018-05-18
12,1960-02-10,1960-07-01
12,1986-01-15,1986-06-27
12,1987-09-09,1988-03-11
14,1954-05-06,1954-11-19
14,1974-02-13,1974-07-25
14,1983-10-26,1984-05-04
14,1990-12-20,1991-06-21
14,1998-10-26,1999-05-07
14,2001-08-29,2002-03-21
14,2013-10-22,2014-05-09
14,2014-05-21,2014-12-05
14,2017-10-24,2018-05-18
14,2021-10-26,2022-06-03
15,1954-12-08,1955-06-23
15,1956-09-27,1957-03-15
15,1990-12-20,1991-06-21
15,1995-06-21,1995-12-08
15,1996-01-17,1996-07-09
15,1998-10-26,1999-05-07
15,1999-06-08,1999-12-03
15,2014-05-21,2014-12-05
16,1954-05-06,1954-11-19
16,1960-09-28,1961-03-17
16,1966-12-09,1967-06-30
16,1967-09-06,1968-01-26
16,1969-10-20,1970-03-20
16,1972-12-13,1973-06-20
16,1974-09-18,1975-03-21
16,1975-10-22,1976-05-14
16,1976-12-14,1977-06-24
16,1979-09-26,1980-03-21
16,1983-03-29,1983-10-14
16,1990-12-20,1991-06-21
16,1994-11-10,1995-06-02
16,1998-10-26,1999-05-07
16,2002-10-17,2003-03-20
16,2003-04-02,2003-07-04
16,2005-10-18,2006-05-11
16,2013-10-22,2014-05-09
16,2014-12-17,2015-07-03
16,2019-01-16,2019-06-28
17,1956-02-02,1956-07-07
17,2018-06-06,2018-12-14
18,1954-12-08,1955-06-23
18,1957-03-20,1957-08-29
18,1957-10-15,1958-05-09
18,1960-02-10,1960-07-01
18,1972-01-19,1972-06-23
18,1972-12-13,1973-06-20
18,1974-02-13,1974-07-25
18,1974-09-18,1975-03-21
18,1975-10-22,1976-05-14
18,1983-03-29,1983-10-14
18,1991-09-03,1992-01-24
18,1998-10-26,1999-05-07
18,2017-10-24,2018-05-18
19,1962-12-12,1963-06-28
19,1979-03-07,1979-09-21
19,1998-10-26,1999-05-07
19,2018-06-06,2018-12-14
20,1954-05-06,1954-11-19
20,1960-09-28,1961-03-17
20,1982-11-24,1983-01-20
20,1983-03-29,1983-10-14
20,1989-11-15,1990-05-31
20,1990-12-20,1991-06-21
20,2017-10-24,2018-05-18
21,2008-02-13,2008-06-27
21,2010-12-16,2011-07-08
21,2021-10-26,2022-06-03
