k,start,end
1,1954-05-06,1954-11-19
1,1954-12-08,1955-06-23
1,1956-02-02,1956-07-07
1,1956-09-27,1957-03-15
1,1957-03-20,1957-08-29
1,1981-09-09,1981-11-12
1,1994-11-10,1995-06-02
1,2008-09-16,2009-03-27
2,1954-12-08,1955-06-23
2,1960-02-10,1960-07-01
2,1974-09-18,1975-03-21
2,1975-04-09,1975-10-17
2,1977-09-07,1978-01-20
2,1986-01-15,1986-06-27
2,1987-02-18,1987-09-02
2,1987-09-09,1988-03-11
2,1994-11-10,1995-06-02
3,1954-12-08,1955-06-23
3,1972-12-13,1973-06-20
3,1989-11-15,1990-05-31
3,1990-12-20,1991-06-21
3,1993-09-29,1994-04-15
3,1996-01-17,1996-07-09
4,1983-03-29,1983-10-14
4,1986-09-09,1986-12-11
4,1998-10-26,1999-05-07
4,2012-09-11,2013-03-22
4,2018-06-06,2018-12-14
4,2021-10-26,2022-06-03
5,1954-05-06,1954-11-19
5,1956-09-27,1957-03-15
5,1982-09-08,1982-11-12
5,1990-12-20,1991-06-21
5,1999-06-08,1999-12-03
6,1953-10-06,1954-04-30
6,1965-10-19,1966-05-06
6,1969-10-20,1970-03-20
6,1972-12-13,1973-06-20
6,1976-05-19,1976-12-08
6,1978-01-24,1978-06-23
6,1994-04-20,1994-09-21
6,1994-11-10,1995-06-02
6,1998-04-01,1998-10-16
6,1998-10-26,1999-05-07
6,2009-04-22,2009-09-08
6,2009-10-27,2010-05-21
6,2013-04-17,2013-09-03
6,2013-10-22,2014-05-09
6,2014-05-21,2014-12-05
6,2019-01-16,2019-06-28
7,1998-10-26,1999-05-07
7,2008-02-13,2008-06-27
7,2008-09-16,2009-03-27
9,1954-12-08,1955-06-23
9,1990-12-20,1991-06-21
9,1999-06-08,1999-12-03
9,2001-08-29,2002-03-21
9,2002-10-17,2003-03-20
9,2014-05-21,2014-12-05
9,2018-06-06,2018-12-14
9,2021-10-26,2022-06-03
10,2005-10-18,2006-05-11
11,1983-03-29,1983-10-14
11,1994-11-10,1995-06-02
12,1962-12-12,1963-06-28
12,2014-12-17,2015-07-03
13,1954-05-06,1954-11-19
13,1995-06-21,1995-12-08
13,1996-01-17,1996-07-09
13,1999-06-08,1999-12-03
13,2009-10-27,2010-05-21
13,2014-05-21,2014-12-05
13,2018-06-06,2018-12-14
14,1956-02-02,1956-07-07
