k,start,end
1,1954-12-08,1955-06-23
1,1957-10-15,1958-05-09
2,1982-11-24,1983-01-20
2,1984-05-24,1984-11-16
4,1954-12-08,1955-06-23
7,1954-12-08,1955-06-23
7,1972-12-13,1973-06-20
7,2019-01-16,2019-06-28
9,1958-12-09,1959-06-25
9,1992-02-12,1992-07-22
9,1998-10-26,1999-05-07
9,2019-01-16,2019-06-28
16,1955-06-28,1956-01-20
17,2020-02-12,2020-08-07
17,2020-09-09,2021-03-26
19,1979-03-07,1979-09-21
21,2021-10-26,2022-06-03
22,1967-09-06,1968-01-26
22,1972-12-13,1973-06-20
22,1975-10-22,1976-05-14
22,1998-10-26,1999-05-07
26,1998-10-26,1999-05-07
27,1956-02-02,1956-07-07
28,2002-10-17,2003-03-20
