k,start,end
1,1954-12-08,1955-06-23
1,1957-10-15,1958-05-09
1,1962-12-12,1963-06-28
1,1972-01-19,1972-06-23
1,1972-12-13,1973-06-20
1,1974-02-13,1974-07-25
1,1974-09-18,1975-03-21
1,1975-10-22,1976-05-14
1,1989-11-15,1990-05-31
1,1990-12-20,1991-06-21
1,2010-12-16,2011-07-08
1,2014-12-17,2015-07-03
2,1954-12-08,1955-06-23
2,1982-03-24,1982-06-25
2,1982-11-24,1983-01-20
2,1984-05-24,1984-11-16
2,2008-02-13,2008-06-27
2,2008-09-16,2009-03-27
2,2010-12-16,2011-07-08
2,2012-09-11,2013-03-22
2,2014-05-21,2014-12-05
3,1954-12-08,1955-06-23
3,1957-03-20,1957-08-29
3,1958-12-09,1959-06-25
3,1960-02-10,1960-07-01
3,1979-09-26,1980-03-21
3,1983-03-29,1983-10-14
3,1991-09-03,1992-01-24
3,1992-09-08,1993-03-05
3,1995-06-21,1995-12-08
3,1998-10-26,1999-05-07
3,1999-12-15,2000-07-07
3,2014-12-17,2015-07-03
3,2017-10-24,2018-05-18
4,1954-05-06,1954-11-19
4,1954-12-08,1955-06-23
4,1956-02-02,1956-07-07
4,1956-09-27,1957-03-15
4,1957-03-20,1957-08-29
4,1981-09-09,1981-11-12
4,1983-03-29,1983-10-14
4,1994-11-10,1995-06-02
4,2004-01-29,2004-07-02
4,2004-12-15,2005-05-12
4,2006-12-13,2007-07-06
4,2010-12-16,2011-07-08
4,2013-04-17,2013-09-03
4,2013-10-22,2014-05-09
4,2017-10-24,2018-05-18
5,1978-09-01,1979-02-16
5,1983-03-29,1983-10-14
5,1998-10-26,1999-05-07
7,1954-05-06,1954-11-19
7,1965-10-19,1966-05-06
7,1969-10-20,1970-03-20
7,1972-12-13,1973-06-20
7,1976-05-19,1976-12-08
7,1978-01-24,1978-06-23
7,1998-04-01,1998-10-16
7,1998-10-26,1999-05-07
7,2009-04-22,2009-09-08
7,2009-10-27,2010-05-21
7,2013-04-17,2013-09-03
7,2013-10-22,2014-05-09
7,2019-01-16,2019-06-28
8,2005-10-18,2006-05-11
9,1954-12-08,1955-06-23
9,1957-10-15,1958-05-09
9,1958-12-09,1959-06-25
9,1966-12-09,1967-06-30
9,1992-02-12,1992-07-22
9,1998-10-26,1999-05-07
9,2002-10-17,2003-03-20
9,2006-05-19,2006-12-01
9,2009-10-27,2010-05-21
9,2014-05-21,2014-12-05
9,2019-01-16,2019-06-28
10,2014-12-17,2015-07-03
11,2013-04-17,2013-09-03
12,1954-12-08,1955-06-23
12,1972-12-13,1973-06-20
12,1990-12-20,1991-06-21
12,2008-09-16,2009-03-27
13,1995-06-21,1995-12-08
13,2017-10-24,2018-05-18
14,1954-05-06,1954-11-19
14,1997-09-09,1998-03-27
14,2012-09-11,2013-03-22
15,1957-10-15,1958-05-09
15,1962-12-12,1963-06-28
15,1974-02-13,1974-07-25
15,1974-09-18,1975-03-21
15,1982-09-08,1982-11-12
15,1990-12-20,1991-06-21
15,2008-09-16,2009-03-27
16,1955-06-28,1956-01-20
16,1956-02-02,1956-07-07
16,1995-06-21,1995-12-08
16,2017-10-24,2018-05-18
17,1964-02-05,1964-07-29
17,1990-12-20,1991-06-21
17,2019-01-16,2019-06-28
17,2020-02-12,2020-08-07
17,2020-09-09,2021-03-26
17,2021-10-26,2022-06-03
18,1954-12-08,1955-06-23
18,1972-12-13,1973-06-20
18,1975-10-22,1976-05-14
18,1991-09-03,1992-01-24
18,1998-10-26,1999-05-07
18,2010-12-16,2011-07-08
18,2017-10-24,2018-05-18
19,1958-12-09,1959-06-25
19,1962-12-12,1963-06-28
19,1972-12-13,1973-06-20
19,1974-02-13,1974-07-25
19,1974-09-18,1975-03-21
19,1975-10-22,1976-05-14
19,1979-03-07,1979-09-21
19,1990-12-20,1991-06-21
19,1996-01-17,1996-07-09
20,1954-05-06,1954-11-19
20,1954-12-08,1955-06-23
20,1977-09-07,1978-01-20
20,1998-10-26,1999-05-07
20,2005-10-18,2006-05-11
20,2009-10-27,2010-05-21
20,2018-06-06,2018-12-14
21,1954-05-06,1954-11-19
21,1954-12-08,1955-06-23
21,1975-10-22,1976-05-14
21,1983-10-26,1984-05-04
21,1990-12-20,1991-06-21
21,1991-09-03,1992-01-24
21,1998-10-26,1999-05-07
21,1999-12-15,2000-07-07
21,2001-08-29,2002-03-21
21,2010-12-16,2011-07-08
21,2013-10-22,2014-05-09
21,2014-05-21,2014-12-05
21,2017-10-24,2018-05-18
21,2021-10-26,2022-06-03
22,1966-12-09,1967-06-30
22,1967-09-06,1968-01-26
22,1969-10-20,1970-03-20
22,1972-12-13,1973-06-20
22,1974-09-18,1975-03-21
22,1975-10-22,1976-05-14
22,1976-12-14,1977-06-24
22,1977-09-07,1978-01-20
22,1979-09-26,1980-03-21
22,1983-03-29,1983-10-14
22,1990-12-20,1991-06-21
22,1994-11-10,1995-06-02
22,1996-08-29,1997-01-31
22,1997-02-19,1997-08-05
22,1997-09-09,1998-03-27
22,1998-10-26,1999-05-07
22,2002-10-17,2003-03-20
22,2003-04-02,2003-07-04
22,2004-01-29,2004-07-02
22,2005-10-18,2006-05-11
22,2009-10-27,2010-05-21
22,2010-06-09,2010-12-15
22,2013-10-22,2014-05-09
22,2014-05-21,2014-12-05
22,2014-12-17,2015-07-03
22,2019-01-16,2019-06-28
23,1965-03-25,1965-07-23
23,1983-03-29,1983-10-14
23,1986-09-09,1986-12-11
23,1994-11-10,1995-06-02
23,2010-06-09,2010-12-15
23,2010-12-16,2011-07-08
23,2012-09-11,2013-03-22
23,2018-06-06,2018-12-14
23,2021-10-26,2022-06-03
24,1954-05-06,1954-11-19
24,1983-03-29,1983-10-14
24,1992-02-12,1992-07-22
24,1992-09-08,1993-03-05
24,1998-10-26,1999-05-07
24,2015-07-17,2016-01-29
24,2017-10-24,2018-05-18
24,2021-10-26,2022-06-03
25,1959-09-15,1960-01-27
25,1974-09-18,1975-03-21
26,1994-11-10,1995-06-02
26,1997-02-19,1997-08-05
26,1998-10-26,1999-05-07
26,2002-10-17,2003-03-20
26,2018-06-06,2018-12-14
26,2021-10-26,2022-06-03
27,1953-10-06,1954-04-30
27,1956-02-02,1956-07-07
27,1960-02-10,1960-07-01
27,1967-09-06,1968-01-26
27,1975-04-09,1975-10-17
27,1983-10-26,1984-05-04
27,1992-02-12,1992-07-22
27,1992-09-08,1993-03-05
27,2014-05-21,2014-12-05
28,1954-12-08,1955-06-23
28,1990-12-20,1991-06-21
28,1999-06-08,1999-12-03
28,2001-08-29,2002-03-21
28,2002-10-17,2003-03-20
28,2014-05-21,2014-12-05
28,2018-06-06,2018-12-14
29,1954-12-08,1955-06-23
29,1960-02-10,1960-07-01
29,1974-09-18,1975-03-21
29,1975-04-09,1975-10-17
29,1977-09-07,1978-01-20
29,1986-01-15,1986-06-27
29,1987-09-09,1988-03-11
29,1994-11-10,1995-06-02
