k,start,end
1,1954-05-06,1954-11-19
1,1975-10-22,1976-05-14
1,1994-11-10,1995-06-02
1,1997-02-19,1997-08-05
1,1998-10-26,1999-05-07
1,1999-06-08,1999-12-03
1,2002-10-17,2003-03-20
1,2005-10-18,2006-05-11
1,2008-09-16,2009-03-27
1,2014-05-21,2014-12-05
1,2018-06-06,2018-12-14
1,2021-10-26,2022-06-03
2,1954-05-06,1954-11-19
2,1954-12-08,1955-06-23
2,1956-02-02,1956-07-07
2,1956-09-27,1957-03-15
2,1957-03-20,1957-08-29
2,1981-09-09,1981-11-12
2,1999-12-15,2000-07-07
2,2008-09-16,2009-03-27
4,1954-12-08,1955-06-23
4,1990-12-20,1991-06-21
4,1999-06-08,1999-12-03
4,2002-10-17,2003-03-20
4,2010-12-16,2011-07-08
4,2011-09-06,2012-01-27
4,2012-02-08,2012-07-19
4,2012-09-11,2013-03-22
4,2017-10-24,2018-05-18
5,1991-09-03,1992-01-24
5,1994-11-10,1995-06-02
5,2013-04-17,2013-09-03
6,1954-12-08,1955-06-23
6,1973-09-13,1974-01-25
6,1983-03-29,1983-10-14
6,1994-11-10,1995-06-02
6,1998-10-26,1999-05-07
6,1999-12-15,2000-07-07
6,2012-09-11,2013-03-22
6,2021-10-26,2022-06-03
7,1953-10-06,1954-04-30
7,1965-10-19,1966-05-06
7,1969-10-20,1970-03-20
7,1972-12-13,1973-06-20
7,1976-05-19,1976-12-08
7,1978-01-24,1978-06-23
7,1985-06-19,1985-12-13
7,1987-09-09,1988-03-11
7,1989-11-15,1990-05-31
7,1990-12-20,1991-06-21
7,1994-11-10,1995-06-02
7,1998-04-01,1998-10-16
7,1998-10-26,1999-05-07
7,2009-04-22,2009-09-08
7,2009-10-27,2010-05-21
7,2013-04-17,2013-09-03
7,2013-10-22,2014-05-09
7,2019-01-16,2019-06-28
7,2020-02-12,2020-08-07
7,2020-09-09,2021-03-26
7,2021-10-26,2022-06-03
8,1982-09-08,1982-11-12
8,1984-05-24,1984-11-16
8,1990-12-20,1991-06-21
8,2010-12-16,2011-07-08
8,2014-12-17,2015-07-03
8,2017-10-24,2018-05-18
9,1966-12-09,1967-06-30
9,1967-09-06,1968-01-26
9,1979-03-07,1979-09-21
9,1982-03-24,1982-06-25
9,1983-03-29,1983-10-14
9,1983-10-26,1984-05-04
9,1992-02-12,1992-07-22
9,1992-09-08,1993-03-05
9,2014-05-21,2014-12-05
9,2018-06-06,2018-12-14
10,1954-12-08,1955-06-23
10,1956-02-02,1956-07-07
10,1957-10-15,1958-05-09
11,1955-06-28,1956-01-20
11,1990-12-20,1991-06-21
11,1992-09-08,1993-03-05
11,1998-10-26,1999-05-07
11,2021-10-26,2022-06-03
12,1953-10-06,1954-04-30
12,1956-02-02,1956-07-07
12,2018-06-06,2018-12-14
13,1954-05-06,1954-11-19
13,1962-05-16,1962-12-07
13,1964-02-05,1964-07-29
13,1968-02-07,1968-06-28
13,1974-02-13,1974-07-25
13,1974-09-18,1975-03-21
13,1983-03-29,1983-10-14
13,1983-10-26,1984-05-04
13,1990-12-20,1991-06-21
13,1995-06-21,1995-12-08
13,1998-10-26,1999-05-07
13,2001-08-29,2002-03-21
13,2006-05-19,2006-12-01
13,2010-12-16,2011-07-08
13,2013-10-22,2014-05-09
13,2014-05-21,2014-12-05
13,2017-10-24,2018-05-18
13,2021-10-26,2022-06-03
14,1954-12-08,1955-06-23
14,1960-02-10,1960-07-01
14,1974-09-18,1975-03-21
14,1975-04-09,1975-10-17
14,1977-09-07,1978-01-20
14,1986-01-15,1986-06-27
14,1987-09-09,1988-03-11
14,2018-06-06,2018-12-14
15,1954-12-08,1955-06-23
15,1958-12-09,1959-06-25
15,1962-12-12,1963-06-28
15,1972-12-13,1973-06-20
15,1974-02-13,1974-07-25
15,1974-09-18,1975-03-21
15,1975-10-22,1976-05-14
15,1979-03-07,1979-09-21
15,1979-09-26,1980-03-21
15,2014-12-17,2015-07-03
15,2018-06-06,2018-12-14
16,1995-06-21,1995-12-08
16,2017-10-24,2018-05-18
17,1954-05-06,1954-11-19
17,1959-09-15,1960-01-27
17,1961-04-19,1961-08-22
17,1974-09-18,1975-03-21
17,1982-11-24,1983-01-20
17,1983-10-26,1984-05-04
17,2008-02-13,2008-06-27
17,2008-09-16,2009-03-27
17,2010-12-16,2011-07-08
17,2014-05-21,2014-12-05
18,1954-05-06,1954-11-19
18,1956-09-27,1957-03-15
18,1976-12-14,1977-06-24
18,1990-12-20,1991-06-21
18,1995-06-21,1995-12-08
18,1996-01-17,1996-07-09
18,1998-10-26,1999-05-07
18,1999-06-08,1999-12-03
18,2018-06-06,2018-12-14
19,1954-12-08,1955-06-23
19,1957-03-20,1957-08-29
19,1957-10-15,1958-05-09
19,1960-02-10,1960-07-01
19,1972-01-19,1972-06-23
19,1972-12-13,1973-06-20
19,1974-02-13,1974-07-25
19,1974-09-18,1975-03-21
19,1975-10-22,1976-05-14
19,1979-09-26,1980-03-21
19,1983-03-29,1983-10-14
19,1989-04-27,1989-11-09
19,1989-11-15,1990-05-31
19,1990-12-20,1991-06-21
19,1995-06-21,1995-12-08
19,1998-10-26,1999-05-07
19,2014-12-17,2015-07-03
19,2017-10-24,2018-05-18
20,1954-12-08,1955-06-23
20,1958-12-09,1959-06-25
20,1966-12-09,1967-06-30
20,1983-10-26,1984-05-04
20,1992-02-12,1992-07-22
