k,start,end
1,1956-02-02,1956-07-07
1,1992-02-12,1992-07-22
1,1992-09-08,1993-03-05
2,1953-10-06,1954-04-30
2,1965-10-19,1966-05-06
2,1972-12-13,1973-06-20
2,2019-01-16,2019-06-28
3,2018-06-06,2018-12-14
4,1954-12-08,1955-06-23
4,1960-02-10,1960-07-01
4,1974-09-18,1975-03-21
4,1975-04-09,1975-10-17
4,1977-09-07,1978-01-20
4,1986-01-15,1986-06-27
4,1987-09-09,1988-03-11
5,1990-06-01,1990-11-22
6,1959-09-15,1960-01-27
6,1990-12-20,1991-06-21
7,1956-09-27,1957-03-15
7,1990-12-20,1991-06-21
7,2014-05-21,2014-12-05
8,1954-12-08,1955-06-23
8,1957-10-15,1958-05-09
8,1972-12-13,1973-06-20
8,1989-11-15,1990-05-31
8,1991-09-03,1992-01-24
9,1983-03-29,1983-10-14
11,2021-10-26,2022-06-03
12,1953-10-06,1954-04-30
12,1991-09-03,1992-01-24
13,1954-12-08,1955-06-23
15,1954-05-06,1954-11-19
15,1998-10-26,1999-05-07
16,1982-11-24,1983-01-20
16,1983-10-26,1984-05-04
17,1972-12-13,1973-06-20
17,1979-03-07,1979-09-21
18,1965-10-19,1966-05-06
20,1983-03-29,1983-10-14
21,2008-02-13,2008-06-27
21,2010-12-16,2011-07-08
22,1983-10-26,1984-05-04
22,1998-10-26,1999-05-07
22,2021-10-26,2022-06-03
26,1953-10-06,1954-04-30
26,1958-12-09,1959-06-25
26,1992-02-12,1992-07-22
26,1998-10-26,1999-05-07
26,2006-05-19,2006-12-01
26,2009-10-27,2010-05-21
26,2014-05-21,2014-12-05
26,2019-01-16,2019-06-28
26,2020-02-12,2020-08-07
26,2020-09-09,2021-03-26
26,2021-10-26,2022-06-03
27,1990-12-20,1991-06-21
27,2008-09-16,2009-03-27
28,1954-05-06,1954-11-19
28,1954-12-08,1955-06-23
28,1956-09-27,1957-03-15
28,1981-09-09,1981-11-12
28,2019-01-16,2019-06-28
29,1998-10-26,1999-05-07
29,2002-10-17,2003-03-20
29,2021-10-26,2022-06-03
30,2018-06-06,2018-12-14
32,1954-12-08,1955-06-23
32,1962-12-12,1963-06-28
32,1998-10-26,1999-05-07
32,2021-10-26,2022-06-03
33,2002-03-22,2002-09-13
34,1960-09-28,1961-03-17
34,1966-12-09,1967-06-30
34,1967-09-06,1968-01-26
34,1972-12-13,1973-06-20
34,1974-09-18,1975-03-21
34,1975-10-22,1976-05-14
34,1976-12-14,1977-06-24
34,1983-03-29,1983-10-14
34,1990-12-20,1991-06-21
34,1994-11-10,1995-06-02
34,1998-10-26,1999-05-07
34,2002-10-17,2003-03-20
34,2005-10-18,2006-05-11
34,2013-10-22,2014-05-09
