k,start,end
1,1998-10-26,1999-05-07
2,1979-03-07,1979-09-21
3,1989-11-15,1990-05-31
7,1959-09-15,1960-01-27
8,1954-12-08,1955-06-23
8,1972-12-13,1973-06-20
8,2020-02-12,2020-08-07
8,2020-09-09,2021-03-26
9,1955-06-28,1956-01-20
11,1954-12-08,1955-06-23
11,2019-01-16,2019-06-28
15,1990-12-20,1991-06-21
16,1974-09-18,1975-03-21
16,2021-10-26,2022-06-03
17,1957-10-15,1958-05-09
17,1967-09-06,1968-01-26
17,1992-02-12,1992-07-22
17,1998-10-26,1999-05-07
17,2009-10-27,2010-05-21
17,2019-01-16,2019-06-28
20,1956-02-02,1956-07-07
27,2002-10-17,2003-03-20
30,1967-09-06,1968-01-26
30,1972-12-13,1973-06-20
30,1975-10-22,1976-05-14
30,1998-10-26,1999-05-07
31,1954-12-08,1955-06-23
32,1982-11-24,1983-01-20
32,1984-05-24,1984-11-16
32,2010-12-16,2011-07-08
34,1954-12-08,1955-06-23
