k,start,end
1,1954-05-06,1954-11-19
2,1983-10-26,1984-05-04
2,1990-12-20,1991-06-21
2,1991-09-03,1992-01-24
2,1998-10-26,1999-05-07
2,2001-08-29,2002-03-21
2,2013-10-22,2014-05-09
2,2014-05-21,2014-12-05
2,2017-10-24,2018-05-18
2,2021-10-26,2022-06-03
3,1954-12-08,1955-06-23
3,1957-03-20,1957-08-29
3,1957-10-15,1958-05-09
3,1960-02-10,1960-07-01
3,1972-01-19,1972-06-23
3,1972-12-13,1973-06-20
3,1974-02-13,1974-07-25
3,1974-09-18,1975-03-21
3,1975-10-22,1976-05-14
3,1983-03-29,1983-10-14
3,1989-11-15,1990-05-31
3,1990-12-20,1991-06-21
3,1991-09-03,1992-01-24
3,1998-10-26,1999-05-07
3,2017-10-24,2018-05-18
4,1953-10-06,1954-04-30
4,1958-12-09,1959-06-25
4,1960-09-28,1961-03-17
4,1966-12-09,1967-06-30
4,1967-09-06,1968-01-26
4,1969-10-20,1970-03-20
4,1972-12-13,1973-06-20
4,1974-09-18,1975-03-21
4,1975-10-22,1976-05-14
4,1976-12-14,1977-06-24
4,1977-09-07,1978-01-20
4,1979-09-26,1980-03-21
4,1983-03-29,1983-10-14
4,1990-12-20,1991-06-21
4,1994-11-10,1995-06-02
4,1996-08-29,1997-01-31
4,1997-02-19,1997-08-05
4,1997-09-09,1998-03-27
4,1998-10-26,1999-05-07
4,2002-10-17,2003-03-20
4,2003-04-02,2003-07-04
4,2005-10-18,2006-05-11
4,2013-10-22,2014-05-09
4,2019-01-16,2019-06-28
4,2020-02-12,2020-08-07
4,2020-09-09,2021-03-26
4,2021-10-26,2022-06-03
5,1999-12-15,2000-07-07
6,1954-12-08,1955-06-23
7,1990-12-20,1991-06-21
7,2014-12-17,2015-07-03
7,2017-10-24,2018-05-18
8,1994-11-10,1995-06-02
8,1998-10-26,1999-05-07
8,1999-06-08,1999-12-03
8,2002-10-17,2003-03-20
8,2008-09-16,2009-03-27
9,1954-12-08,1955-06-23
9,1956-09-27,1957-03-15
9,1990-12-20,1991-06-21
9,1995-06-21,1995-12-08
9,1996-01-17,1996-07-09
9,1998-10-26,1999-05-07
9,1999-06-08,1999-12-03
11,1954-12-08,1955-06-23
11,2018-06-06,2018-12-14
12,1954-05-06,1954-11-19
12,1972-12-13,1973-06-20
12,1975-10-22,1976-05-14
12,1979-03-07,1979-09-21
12,2014-05-21,2014-12-05
12,2018-06-06,2018-12-14
13,1960-02-10,1960-07-01
13,1974-09-18,1975-03-21
13,1975-04-09,1975-10-17
13,1977-09-07,1978-01-20
13,1986-01-15,1986-06-27
13,1987-09-09,1988-03-11
14,1954-12-08,1955-06-23
14,1990-12-20,1991-06-21
14,1996-01-17,1996-07-09
14,1999-06-08,1999-12-03
14,2002-10-17,2003-03-20
14,2014-05-21,2014-12-05
14,2018-06-06,2018-12-14
15,1954-12-08,1955-06-23
15,1956-02-02,1956-07-07
15,1957-10-15,1958-05-09
15,1995-06-21,1995-12-08
15,2017-10-24,2018-05-18
16,1998-10-26,1999-05-07
17,1962-12-12,1963-06-28
17,1982-11-24,1983-01-20
17,1983-10-26,1984-05-04
17,1990-06-01,1990-11-22
17,1990-12-20,1991-06-21
17,2008-02-13,2008-06-27
17,2008-09-16,2009-03-27
17,2013-04-17,2013-09-03
18,1956-02-02,1956-07-07
18,1967-09-06,1968-01-26
18,1992-02-12,1992-07-22
18,1992-09-08,1993-03-05
19,2017-10-24,2018-05-18
20,1954-05-06,1954-11-19
20,1954-12-08,1955-06-23
20,1956-09-27,1957-03-15
20,1957-03-20,1957-08-29
20,1968-09-25,1969-03-21
20,1992-02-12,1992-07-22
20,1994-11-10,1995-06-02
20,1998-10-26,1999-05-07
20,2002-10-17,2003-03-20
20,2006-05-19,2006-12-01
20,2009-10-27,2010-05-21
20,2014-05-21,2014-12-05
20,2019-01-16,2019-06-28
21,2014-12-17,2015-07-03
22,1953-10-06,1954-04-30
22,1965-10-19,1966-05-06
22,1969-10-20,1970-03-20
22,1972-12-13,1973-06-20
22,1981-09-09,1981-11-12
22,1981-11-13,1982-03-12
22,1989-11-15,1990-05-31
22,1990-12-20,1991-06-21
22,1994-11-10,1995-06-02
22,1998-10-26,1999-05-07
22,2009-04-22,2009-09-08
22,2009-10-27,2010-05-21
22,2013-04-17,2013-09-03
22,2013-10-22,2014-05-09
22,2019-01-16,2019-06-28
23,1954-05-06,1954-11-19
23,2012-09-11,2013-03-22
23,2021-10-26,2022-06-03
