k,start,end
1,1990-12-20,1991-06-21
1,1999-06-08,1999-12-03
5,1998-10-26,1999-05-07
5,2002-10-17,2003-03-20
6,1954-12-08,1955-06-23
6,1957-10-15,1958-05-09
6,1989-11-15,1990-05-31
6,1991-09-03,1992-01-24
9,1958-12-09,1959-06-25
9,1992-02-12,1992-07-22
9,1998-10-26,1999-05-07
9,2006-05-19,2006-12-01
9,2009-10-27,2010-05-21
9,2014-05-21,2014-12-05
9,2019-01-16,2019-06-28
10,1954-05-06,1954-11-19
10,1972-12-13,1973-06-20
10,1999-12-15,2000-07-07
10,2019-01-16,2019-06-28
10,2020-02-12,2020-08-07
10,2020-09-09,2021-03-26
11,1979-03-07,1979-09-21
12,1954-12-08,1955-06-23
12,2021-10-26,2022-06-03
13,1954-12-08,1955-06-23
13,1967-09-06,1968-01-26
13,1972-12-13,1973-06-20
13,1975-10-22,1976-05-14
13,1983-03-29,1983-10-14
13,1990-12-20,1991-06-21
13,1994-11-10,1995-06-02
13,1998-10-26,1999-05-07
13,2013-10-22,2014-05-09
15,1954-05-06,1954-11-19
15,1954-12-08,1955-06-23
16,1954-12-08,1955-06-23
17,1954-05-06,1954-11-19
17,1982-11-24,1983-01-20
17,1983-03-29,1983-10-14
17,1998-10-26,1999-05-07
18,1983-03-29,1983-10-14
19,1990-12-20,1991-06-21
20,2018-06-06,2018-12-14
