k,start,end
22,1990-12-20,1991-06-21
22,1991-09-03,1992-01-24
22,1994-11-10,1995-06-02
22,1996-08-29,1997-01-31
22,1997-02-19,1997-08-05
22,1997-09-09,1998-03-27
22,1998-10-26,1999-05-07
22,1999-06-08,1999-12-03
22,2002-10-17,2003-03-20
22,2003-04-02,2003-07-04
22,2004-01-29,2004-07-02
22,2005-10-18,2006-05-11
22,2006-12-13,2007-07-06
22,2008-09-16,2009-03-27
22,2009-10-27,2010-05-21
22,2010-06-09,2010-12-15
22,2010-12-16,2011-07-08
22,2013-10-22,2014-05-09
22,2014-05-21,2014-12-05
22,2014-12-17,2015-07-03
22,2015-07-17,2016-01-29
22,2016-02-17,2016-07-08
22,2016-09-06,2017-03-24
22,2019-01-16,2019-06-28
22,2020-02-12,2020-08-07
22,2020-09-09,2021-03-26
22,2021-10-26,2022-06-03
23,2014-12-17,2015-07-03
23,2018-06-06,2018-12-14
24,1953-10-06,1954-04-30
24,1955-06-28,1956-01-20
24,1956-02-02,1956-07-07
24,1961-04-19,1961-08-22
24,1962-12-12,1963-06-28
24,1967-09-06,1968-01-26
24,1972-12-13,1973-06-20
24,1974-02-13,1974-07-25
24,1974-09-18,1975-03-21
24,1975-10-22,1976-05-14
24,1977-09-07,1978-01-20
24,1979-03-07,1979-09-21
24,1982-03-24,1982-06-25
24,1983-03-29,1983-10-14
24,1983-10-26,1984-05-04
24,1991-09-03,1992-01-24
24,1992-02-12,1992-07-22
24,1992-09-08,1993-03-05
24,1999-06-08,1999-12-03
24,2010-12-16,2011-07-08
24,2014-05-21,2014-12-05
