k,start,end
1,1954-12-08,1955-06-23
1,1983-03-29,1983-10-14
1,1991-09-03,1992-01-24
1,1998-10-26,1999-05-07
1,2015-07-17,2016-01-29
1,2017-10-24,2018-05-18
1,2021-10-26,2022-06-03
2,1954-12-08,1955-06-23
2,1960-02-10,1960-07-01
2,1974-09-18,1975-03-21
2,1975-04-09,1975-10-17
2,1977-09-07,1978-01-20
2,1986-01-15,1986-06-27
2,1987-02-18,1987-09-02
2,1987-09-09,1988-03-11
2,1994-11-10,1995-06-02
3,1954-05-06,1954-11-19
3,1954-12-08,1955-06-23
3,1956-02-02,1956-07-07
3,1956-09-27,1957-03-15
3,1957-03-20,1957-08-29
3,1981-09-09,1981-11-12
3,1990-06-01,1990-11-22
3,1996-01-17,1996-07-09
3,2004-01-29,2004-07-02
3,2004-12-15,2005-05-12
3,2005-10-18,2006-05-11
3,2008-02-13,2008-06-27
3,2008-09-16,2009-03-27
3,2013-04-17,2013-09-03
4,1956-02-02,1956-07-07
4,1959-09-15,1960-01-27
4,1998-10-26,1999-05-07
5,2005-10-18,2006-05-11
6,1954-05-06,1954-11-19
6,1956-09-27,1957-03-15
6,1990-12-20,1991-06-21
6,1995-06-21,1995-12-08
6,1996-01-17,1996-07-09
6,1999-06-08,1999-12-03
6,2009-10-27,2010-05-21
6,2012-02-08,2012-07-19
6,2014-05-21,2014-12-05
6,2018-06-06,2018-12-14
7,1954-12-08,1955-06-23
7,1983-03-29,1983-10-14
7,1994-11-10,1995-06-02
8,1954-05-06,1954-11-19
8,1972-12-13,1973-06-20
8,1982-11-24,1983-01-20
8,1983-10-26,1984-05-04
8,1991-09-03,1992-01-24
8,2017-10-24,2018-05-18
9,1979-03-07,1979-09-21
9,2013-10-22,2014-05-09
11,1954-12-08,1955-06-23
11,1957-03-20,1957-08-29
11,1958-12-09,1959-06-25
11,1960-02-10,1960-07-01
11,1983-10-26,1984-05-04
11,1990-12-20,1991-06-21
11,1991-09-03,1992-01-24
11,1998-10-26,1999-05-07
11,2001-08-29,2002-03-21
11,2010-12-16,2011-07-08
11,2013-10-22,2014-05-09
11,2014-05-21,2014-12-05
11,2015-07-17,2016-01-29
11,2017-10-24,2018-05-18
11,2021-10-26,2022-06-03
12,1954-12-08,1955-06-23
12,1990-12-20,1991-06-21
12,1999-06-08,1999-12-03
12,2001-08-29,2002-03-21
12,2002-10-17,2003-03-20
12,2014-05-21,2014-12-05
13,1962-12-12,1963-06-28
13,2014-12-17,2015-07-03
14,1973-09-13,1974-01-25
14,2012-09-11,2013-03-22
14,2014-05-21,2014-12-05
14,2018-06-06,2018-12-14
14,2021-10-26,2022-06-03
15,1954-12-08,1955-06-23
15,1977-09-07,1978-01-20
15,1987-09-09,1988-03-11
15,1998-10-26,1999-05-07
15,1999-06-08,1999-12-03
15,2001-02-07,2001-07-06
15,2001-08-29,2002-03-21
15,2005-10-18,2006-05-11
15,2009-10-27,2010-05-21
15,2018-06-06,2018-12-14
16,1957-10-15,1958-05-09
16,1958-06-12,1958-11-27
16,1958-12-09,1959-06-25
16,1983-10-26,1984-05-04
16,1992-02-12,1992-07-22
16,1994-11-10,1995-06-02
16,1998-10-26,1999-05-07
16,2002-10-17,2003-03-20
16,2006-05-19,2006-12-01
16,2009-10-27,2010-05-21
16,2013-10-22,2014-05-09
16,2019-01-16,2019-06-28
16,2020-02-12,2020-08-07
16,2020-09-09,2021-03-26
16,2021-10-26,2022-06-03
17,1989-11-15,1990-05-31
17,1990-12-20,1991-06-21
17,1991-09-03,1992-01-24
17,2010-12-16,2011-07-08
17,2014-12-17,2015-07-03
17,2017-10-24,2018-05-18
18,1954-05-06,1954-11-19
18,1966-12-09,1967-06-30
18,1967-09-06,1968-01-26
18,1969-10-20,1970-03-20
18,1972-12-13,1973-06-20
18,1974-09-18,1975-03-21
18,1975-10-22,1976-05-14
18,1976-12-14,1977-06-24
18,1977-09-07,1978-01-20
18,1979-09-26,1980-03-21
18,1983-03-29,1983-10-14
18,1990-12-20,1991-06-21
18,1994-11-10,1995-06-02
18,1996-08-29,1997-01-31
18,1997-02-19,1997-08-05
18,1997-09-09,1998-03-27
18,1998-10-26,1999-05-07
18,1999-06-08,1999-12-03
18,2002-10-17,2003-03-20
18,2003-04-02,2003-07-04
18,2004-01-29,2004-07-02
18,2005-10-18,2006-05-11
18,2013-10-22,2014-05-09
18,2014-05-21,2014-12-05
18,2014-12-17,2015-07-03
18,2019-01-16,2019-06-28
19,1953-10-06,1954-04-30
19,1956-02-02,1956-07-07
19,1967-09-06,1968-01-26
19,1972-12-13,1973-06-20
19,1974-02-13,1974-07-25
19,1974-09-18,1975-03-21
