k,start,end
1,1954-12-08,1955-06-23
1,1998-10-26,1999-05-07
1,2017-10-24,2018-05-18
3,1954-05-06,1954-11-19
3,1954-12-08,1955-06-23
3,1956-09-27,1957-03-15
3,1957-03-20,1957-08-29
3,1990-06-01,1990-11-22
3,2008-02-13,2008-06-27
3,2008-09-16,2009-03-27
3,2013-04-17,2013-09-03
6,1956-09-27,1957-03-15
6,1990-12-20,1991-06-21
6,2014-05-21,2014-12-05
7,1983-03-29,1983-10-14
8,1954-05-06,1954-11-19
8,1982-11-24,1983-01-20
8,1983-10-26,1984-05-04
9,1979-03-07,1979-09-21
11,1954-12-08,1955-06-23
11,1957-03-20,1957-08-29
11,1960-02-10,1960-07-01
11,1998-10-26,1999-05-07
11,2001-08-29,2002-03-21
11,2021-10-26,2022-06-03
12,2002-10-17,2003-03-20
13,1962-12-12,1963-06-28
14,2021-10-26,2022-06-03
15,1954-12-08,1955-06-23
15,1998-10-26,1999-05-07
15,1999-06-08,1999-12-03
15,2018-06-06,2018-12-14
16,1957-10-15,1958-05-09
16,1958-12-09,1959-06-25
16,1992-02-12,1992-07-22
16,1998-10-26,1999-05-07
16,2006-05-19,2006-12-01
16,2009-10-27,2010-05-21
16,2014-05-21,2014-12-05
16,2019-01-16,2019-06-28
16,2020-02-12,2020-08-07
16,2020-09-09,2021-03-26
16,2021-10-26,2022-06-03
17,1990-12-20,1991-06-21
18,1955-06-28,1956-01-20
18,1966-12-09,1967-06-30
18,1967-09-06,1968-01-26
18,1972-12-13,1973-06-20
18,1975-10-22,1976-05-14
18,1976-12-14,1977-06-24
18,1979-09-26,1980-03-21
18,1983-03-29,1983-10-14
18,1990-12-20,1991-06-21
18,1994-11-10,1995-06-02
18,1998-10-26,1999-05-07
18,2002-10-17,2003-03-20
18,2005-10-18,2006-05-11
18,2013-10-22,2014-05-09
19,1956-02-02,1956-07-07
19,1972-12-13,1973-06-20
19,1982-03-24,1982-06-25
19,1983-03-29,1983-10-14
20,1954-12-08,1955-06-23
21,2008-09-16,2009-03-27
22,1953-10-06,1954-04-30
22,1965-10-19,1966-05-06
22,1970-09-16,1971-02-12
22,1972-12-13,1973-06-20
22,1985-06-19,1985-12-13
22,1989-11-15,1990-05-31
22,1994-11-10,1995-06-02
22,1999-12-15,2000-07-07
22,2013-04-17,2013-09-03
22,2013-10-22,2014-05-09
22,2019-01-16,2019-06-28
23,2017-10-24,2018-05-18
24,1994-11-10,1995-06-02
24,1998-10-26,1999-05-07
24,2021-10-26,2022-06-03
25,1989-11-15,1990-05-31
25,1990-12-20,1991-06-21
26,1954-12-08,1955-06-23
26,1957-10-15,1958-05-09
26,1972-12-13,1973-06-20
26,1974-02-13,1974-07-25
26,1974-09-18,1975-03-21
26,1991-09-03,1992-01-24
