k,start,end
1,2008-09-16,2009-03-27
2,1998-10-26,1999-05-07
4,1982-11-24,1983-01-20
4,1983-10-26,1984-05-04
6,1954-12-08,1955-06-23
6,2019-01-16,2019-06-28
7,1957-10-15,1958-05-09
7,1972-12-13,1973-06-20
7,1989-11-15,1990-05-31
7,1991-09-03,1992-01-24
8,1955-06-28,1956-01-20
8,1967-09-06,1968-01-26
8,1972-12-13,1973-06-20
8,1975-10-22,1976-05-14
8,1979-09-26,1980-03-21
8,1983-03-29,1983-10-14
8,1990-12-20,1991-06-21
8,1994-11-10,1995-06-02
8,1998-10-26,1999-05-07
8,2002-10-17,2003-03-20
8,2013-10-22,2014-05-09
9,1972-12-13,1973-06-20
12,2002-10-17,2003-03-20
14,1954-05-06,1954-11-19
14,1955-06-28,1956-01-20
15,1954-12-08,1955-06-23
18,1954-12-08,1955-06-23
18,1972-12-13,1973-06-20
19,1983-03-29,1983-10-14
19,1990-12-20,1991-06-21
20,1954-12-08,1955-06-23
20,1991-09-03,1992-01-24
21,1998-10-26,1999-05-07
21,2021-10-26,2022-06-03
23,1958-12-09,1959-06-25
23,1967-09-06,1968-01-26
23,1992-02-12,1992-07-22
23,1998-10-26,1999-05-07
23,2009-10-27,2010-05-21
23,2014-05-21,2014-12-05
23,2019-01-16,2019-06-28
23,2020-02-12,2020-08-07
25,2021-10-26,2022-06-03
28,1962-12-12,1963-06-28
28,1979-03-07,1979-09-21
29,1959-09-15,1960-01-27
29,2020-09-09,2021-03-26
