k,start,end
1,1954-12-08,1955-06-23
1,1957-03-20,1957-08-29
1,1971-03-03,1971-07-19
1,1996-01-17,1996-07-09
1,1997-09-09,1998-03-27
1,1999-12-15,2000-07-07
1,2008-09-16,2009-03-27
2,1954-05-06,1954-11-19
2,1956-02-02,1956-07-07
2,1990-12-20,1991-06-21
2,1994-11-10,1995-06-02
2,1997-02-19,1997-08-05
2,1998-10-26,1999-05-07
2,2000-09-12,2001-01-26
2,2002-10-17,2003-03-20
2,2018-06-06,2018-12-14
2,2021-10-26,2022-06-03
3,2014-12-17,2015-07-03
3,2018-06-06,2018-12-14
4,1953-10-06,1954-04-30
4,1966-12-09,1967-06-30
4,1970-09-16,1971-02-12
4,1972-12-13,1973-06-20
4,1975-10-22,1976-05-14
4,1982-11-24,1983-01-20
4,1983-10-26,1984-05-04
4,1991-09-03,1992-01-24
4,1998-10-26,1999-05-07
4,2010-12-16,2011-07-08
4,2014-05-21,2014-12-05
4,2015-07-17,2016-01-29
4,2017-10-24,2018-05-18
5,2013-10-22,2014-05-09
5,2019-01-16,2019-06-28
6,1954-05-06,1954-11-19
6,1954-12-08,1955-06-23
6,1956-02-02,1956-07-07
6,1956-09-27,1957-03-15
6,1957-03-20,1957-08-29
6,1981-09-09,1981-11-12
6,1990-12-20,1991-06-21
6,1994-11-10,1995-06-02
6,1998-10-26,1999-05-07
6,2002-10-17,2003-03-20
6,2013-04-17,2013-09-03
6,2013-10-22,2014-05-09
6,2019-01-16,2019-06-28
7,1954-12-08,1955-06-23
7,1957-10-15,1958-05-09
7,1969-10-20,1970-03-20
7,1972-01-19,1972-06-23
7,1972-12-13,1973-06-20
7,1974-02-13,1974-07-25
7,1974-09-18,1975-03-21
7,1975-10-22,1976-05-14
7,1976-12-14,1977-06-24
7,1989-04-27,1989-11-09
7,1989-11-15,1990-05-31
7,1990-12-20,1991-06-21
7,1999-06-08,1999-12-03
7,1999-12-15,2000-07-07
7,2004-01-29,2004-07-02
7,2004-07-09,2004-12-03
7,2013-04-17,2013-09-03
7,2014-12-17,2015-07-03
8,1954-05-06,1954-11-19
8,1965-10-19,1966-05-06
8,1966-12-09,1967-06-30
8,1967-09-06,1968-01-26
8,1969-10-20,1970-03-20
8,1972-12-13,1973-06-20
8,1974-09-18,1975-03-21
8,1975-10-22,1976-05-14
8,1976-12-14,1977-06-24
8,1977-09-07,1978-01-20
8,1979-09-26,1980-03-21
8,1983-03-29,1983-10-14
8,1983-10-26,1984-05-04
8,1986-01-15,1986-06-27
8,1988-10-12,1989-04-26
8,1990-12-20,1991-06-21
8,1991-09-03,1992-01-24
8,1994-11-10,1995-06-02
8,1996-08-29,1997-01-31
8,1997-02-19,1997-08-05
8,1997-09-09,1998-03-27
8,1998-10-26,1999-05-07
8,1999-06-08,1999-12-03
8,2002-10-17,2003-03-20
8,2003-04-02,2003-07-04
8,2004-01-29,2004-07-02
8,2005-10-18,2006-05-11
8,2008-09-16,2009-03-27
